trackName;COLOR;StandardizedName;FNAME;GROUP;Target;Auto Use Train (Core)  94;TYPE;Cell_TissueType;PrimaryImmuneCells;Brain; Tcells;Bcells ;NK;Monocytes;Hematop;thymus;CD4 ;CD8 ;Th17;T-reg;Th1 ;Th2;Primary;ImmuneCells
E008-DNase.macs2.narrowPeak;#924965;H9 Cells.;E008-DNase.tagAlign.gz;ESC;DNase;1;PrimaryCulture;H9 Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E017-DNase.hotspot.all.peaks.bed;#E41A1C;IMR90 fetal lung fibroblasts Cell Line;E017-DNase.tagAlign.gz;IMR90;DNase;1;CellLine;IMR90 fetal lung fibroblasts Cell Line.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E017-DNase.macs2.narrowPeak;#E41A1C;IMR90 fetal lung fibroblasts Cell Line;E017-DNase.tagAlign.gz;IMR90;DNase;1;CellLine;IMR90 fetal lung fibroblasts Cell Line.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E021-DNase.hotspot.all.peaks.bed;#69608A;iPS DF 6.9 Cells.;E021-DNase.tagAlign.gz;iPSC;DNase;1;PrimaryCulture;iPS DF 6.9 Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E021-DNase.macs2.narrowPeak;#69608A;iPS DF 6.9 Cells.;E021-DNase.tagAlign.gz;iPSC;DNase;1;PrimaryCulture;iPS DF 6.9 Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E022-DNase.hotspot.all.peaks.bed;#69608A;iPS DF 19.11 Cells.;E022-DNase.tagAlign.gz;iPSC;DNase;1;PrimaryCulture;iPS DF 19.11 Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E022-DNase.macs2.narrowPeak;#69608A;iPS DF 19.11 Cells.;E022-DNase.tagAlign.gz;iPSC;DNase;1;PrimaryCulture;iPS DF 19.11 Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E028-DNase.hotspot.all.peaks.bed;#FF9D0C;Breast variant Human Mammary Epithelial Cells (vHMEC).;E028-DNase.tagAlign.gz;Epithelial;DNase;0;PrimaryCulture;Breast variant Human Mammary Epithelial Cells (vHMEC).;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E028-DNase.macs2.narrowPeak;#FF9D0C;Breast variant Human Mammary Epithelial Cells (vHMEC).;E028-DNase.tagAlign.gz;Epithelial;DNase;0;PrimaryCulture;Breast variant Human Mammary Epithelial Cells (vHMEC).;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E029-DNase.hotspot.all.peaks.bed;#678C69;Primary monocytes fromperipheralblood.;E029-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary monocytes fromperipheralblood.;x;.;.;.;.;x;.;.;.;.;.;.;.;.;x;x
E029-DNase.macs2.narrowPeak;#678C69;Primary monocytes fromperipheralblood.;E029-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary monocytes fromperipheralblood.;x;.;.;.;.;x;.;.;.;.;.;.;.;.;x;x
E032-DNase.hotspot.all.peaks.bed;#678C69;Primary B cells from peripheral blood.;E032-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary B cells from peripheral blood.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
E032-DNase.macs2.narrowPeak;#678C69;Primary B cells from peripheral blood.;E032-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary B cells from peripheral blood.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
E033-DNase.hotspot.all.peaks.bed;#55A354;Primary T cells from cord blood.;E033-DNase.tagAlign.gz;Blood & T-cell;DNase;0;PrimaryCell;Primary T cells from cord blood.;x;.;x;.;.;.;.;.;.;.;.;.;.;.;x;x
E033-DNase.macs2.narrowPeak;#55A354;Primary T cells from cord blood.;E033-DNase.tagAlign.gz;Blood & T-cell;DNase;0;PrimaryCell;Primary T cells from cord blood.;x;.;x;.;.;.;.;.;.;.;.;.;.;.;x;x
E034-DNase.hotspot.all.peaks.bed;#55A354;Primary T cells fromperipheralblood.;E034-DNase.tagAlign.gz;Blood & T-cell;DNase;0;PrimaryCell;Primary T cells fromperipheralblood.;x;.;x;.;.;.;.;.;.;.;.;.;.;.;x;x
E046-DNase.hotspot.all.peaks.bed;#678C69;Primary Natural Killer cells fromperipheralblood.;E046-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary Natural Killer cells fromperipheralblood.;x;.;.;.;x;.;.;.;.;.;.;.;.;.;x;x
E050-DNase.hotspot.all.peaks.bed;#678C69;Primary hematopoietic stem cells G-CSF-mobilized Female.;E050-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary hematopoietic stem cells G-CSF-mobilized Female.;x;.;.;.;.;.;x;.;.;.;.;.;.;.;x;x
E050-DNase.macs2.narrowPeak;#678C69;Primary hematopoietic stem cells G-CSF-mobilized Female.;E050-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary hematopoietic stem cells G-CSF-mobilized Female.;x;.;.;.;.;.;x;.;.;.;.;.;.;.;x;x
E051-DNase.hotspot.all.peaks.bed;#678C69;Primary hematopoietic stem cells G-CSF-mobilized Male.;E051-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary hematopoietic stem cells G-CSF-mobilized Male.;x;.;.;.;.;.;x;.;.;.;.;.;.;.;x;x
E051-DNase.macs2.narrowPeak;#678C69;Primary hematopoietic stem cells G-CSF-mobilized Male.;E051-DNase.tagAlign.gz;HSC & B-cell;DNase;1;PrimaryCell;Primary hematopoietic stem cells G-CSF-mobilized Male.;x;.;.;.;.;.;x;.;.;.;.;.;.;.;x;x
E055-DNase.hotspot.all.peaks.bed;#FF9D0C;Foreskin Fibroblast Primary Cells skin01.;E055-DNase.tagAlign.gz;Epithelial;DNase;1;PrimaryCulture;Foreskin Fibroblast Primary Cells skin01.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E056-DNase.hotspot.all.peaks.bed;#FF9D0C;Foreskin Fibroblast Primary Cells skin02.;E056-DNase.tagAlign.gz;Epithelial;DNase;1;PrimaryCulture;Foreskin Fibroblast Primary Cells skin02.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E056-DNase.macs2.narrowPeak;#FF9D0C;Foreskin Fibroblast Primary Cells skin02.;E056-DNase.tagAlign.gz;Epithelial;DNase;1;PrimaryCulture;Foreskin Fibroblast Primary Cells skin02.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E057-DNase.hotspot.all.peaks.bed;#FF9D0C;Foreskin Keratinocyte Primary Cells skin02.;E057-DNase.tagAlign.gz;Epithelial;DNase;0;PrimaryCulture;Foreskin Keratinocyte Primary Cells skin02.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E059-DNase.hotspot.all.peaks.bed;#FF9D0C;Foreskin Melanocyte Primary Cells skin01.;E059-DNase.tagAlign.gz;Epithelial;DNase;1;PrimaryCulture;Foreskin Melanocyte Primary Cells skin01.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E059-DNase.macs2.narrowPeak;#FF9D0C;Foreskin Melanocyte Primary Cells skin01.;E059-DNase.tagAlign.gz;Epithelial;DNase;1;PrimaryCulture;Foreskin Melanocyte Primary Cells skin01.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E080-DNase.hotspot.all.peaks.bed;#999999;Fetal Adrenal Gland.;E080-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Fetal Adrenal Gland.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E080-DNase.macs2.narrowPeak;#999999;Fetal Adrenal Gland.;E080-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Fetal Adrenal Gland.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E081-DNase.hotspot.all.peaks.bed;#C5912B;Fetal Brain Male.;E081-DNase.tagAlign.gz;Brain;DNase;0;PrimaryTissue;Fetal Brain Male.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E081-DNase.macs2.narrowPeak;#C5912B;Fetal Brain Male.;E081-DNase.tagAlign.gz;Brain;DNase;0;PrimaryTissue;Fetal Brain Male.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E082-DNase.hotspot.all.peaks.bed;#C5912B;Fetal Brain Female.;E082-DNase.tagAlign.gz;Brain;DNase;0;PrimaryTissue;Fetal Brain Female.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E082-DNase.macs2.narrowPeak;#C5912B;Fetal Brain Female.;E082-DNase.tagAlign.gz;Brain;DNase;0;PrimaryTissue;Fetal Brain Female.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E083-DNase.hotspot.all.peaks.bed;#D56F80;Fetal Heart.;E083-DNase.tagAlign.gz;Heart;DNase;0;PrimaryTissue;Fetal Heart.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E083-DNase.macs2.narrowPeak;#D56F80;Fetal Heart.;E083-DNase.tagAlign.gz;Heart;DNase;0;PrimaryTissue;Fetal Heart.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E084-DNase.hotspot.all.peaks.bed;#C58DAA;Fetal Intestine Large.;E084-DNase.tagAlign.gz;Digestive;DNase;1;PrimaryTissue;Fetal Intestine Large.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E084-DNase.macs2.narrowPeak;#C58DAA;Fetal Intestine Large.;E084-DNase.tagAlign.gz;Digestive;DNase;1;PrimaryTissue;Fetal Intestine Large.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E085-DNase.hotspot.all.peaks.bed;#C58DAA;Fetal Intestine Small.;E085-DNase.tagAlign.gz;Digestive;DNase;1;PrimaryTissue;Fetal Intestine Small.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E085-DNase.macs2.narrowPeak;#C58DAA;Fetal Intestine Small.;E085-DNase.tagAlign.gz;Digestive;DNase;1;PrimaryTissue;Fetal Intestine Small.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E086-DNase.hotspot.all.peaks.bed;#999999;Fetal Kidney.;E086-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Fetal Kidney.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E086-DNase.macs2.narrowPeak;#999999;Fetal Kidney.;E086-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Fetal Kidney.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E088-DNase.hotspot.all.peaks.bed;#999999;Fetal Lung.;E088-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Fetal Lung.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E088-DNase.macs2.narrowPeak;#999999;Fetal Lung.;E088-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Fetal Lung.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E089-DNase.hotspot.all.peaks.bed;#C2655D;Fetal Muscle Trunk.;E089-DNase.tagAlign.gz;Muscle;DNase;0;PrimaryTissue;Fetal Muscle Trunk.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E090-DNase.hotspot.all.peaks.bed;#C2655D;Fetal Muscle Leg.;E090-DNase.tagAlign.gz;Muscle;DNase;1;PrimaryTissue;Fetal Muscle Leg.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E090-DNase.macs2.narrowPeak;#C2655D;Fetal Muscle Leg.;E090-DNase.tagAlign.gz;Muscle;DNase;1;PrimaryTissue;Fetal Muscle Leg.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E091-DNase.hotspot.all.peaks.bed;#999999;Placenta.;E091-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Placenta.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E091-DNase.macs2.narrowPeak;#999999;Placenta.;E091-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Placenta.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E092-DNase.hotspot.all.peaks.bed;#C58DAA;Fetal Stomach.;E092-DNase.tagAlign.gz;Digestive;DNase;1;PrimaryTissue;Fetal Stomach.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E093-DNase.hotspot.all.peaks.bed;#DAB92E;Fetal Thymus.;E093-DNase.tagAlign.gz;Thymus;DNase;0;PrimaryTissue;Fetal Thymus.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;x;.
E093-DNase.macs2.narrowPeak;#DAB92E;Fetal Thymus.;E093-DNase.tagAlign.gz;Thymus;DNase;0;PrimaryTissue;Fetal Thymus.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;x;.
E094-DNase.hotspot.all.peaks.bed;#C58DAA;Gastric.;E094-DNase.tagAlign.gz;Digestive;DNase;0;PrimaryTissue;Gastric.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E094-DNase.macs2.narrowPeak;#C58DAA;Gastric.;E094-DNase.tagAlign.gz;Digestive;DNase;0;PrimaryTissue;Gastric.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E097-DNase.hotspot.all.peaks.bed;#999999;Ovary.;E097-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Ovary.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E097-DNase.macs2.narrowPeak;#999999;Ovary.;E097-DNase.tagAlign.gz;Other;DNase;1;PrimaryTissue;Ovary.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E098-DNase.hotspot.all.peaks.bed;#999999;Pancreas;E098-DNase.tagAlign.gz;Other;DNase;0;PrimaryTissue;Pancreas.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E098-DNase.macs2.narrowPeak;#999999;Pancreas;E098-DNase.tagAlign.gz;Other;DNase;0;PrimaryTissue;Pancreas.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E100-DNase.hotspot.all.peaks.bed;#C2655D;Psoas Muscle.;E100-DNase.tagAlign.gz;Muscle;DNase;0;PrimaryTissue;Psoas Muscle.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E100-DNase.macs2.narrowPeak;#C2655D;Psoas Muscle.;E100-DNase.tagAlign.gz;Muscle;DNase;0;PrimaryTissue;Psoas Muscle.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E109-DNase.hotspot.all.peaks.bed;#C58DAA;Small Intestine.;E109-DNase.tagAlign.gz;Digestive;DNase;0;PrimaryTissue;Small Intestine.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E109-DNase.macs2.narrowPeak;#C58DAA;Small Intestine.;E109-DNase.tagAlign.gz;Digestive;DNase;0;PrimaryTissue;Small Intestine.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E114-DNase.macs2.narrowPeak;#000000;A549 EtOH 0.02pct Lung Carcinoma Cell Line.;E114-DNase.tagAlign.gz;ENCODE2012;DNase;0;CellLine;A549 EtOH 0.02pct Lung Carcinoma Cell Line.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E117-DNase.macs2.narrowPeak;#000000;HeLa-S3 Cervical Carcinoma Cell Line.;E117-DNase.tagAlign.gz;ENCODE2012;DNase;1;CellLine;HeLa-S3 Cervical Carcinoma Cell Line.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E118-DNase.macs2.narrowPeak;#000000;HepG2 Hepatocellular Carcinoma Cell Line.;E118-DNase.tagAlign.gz;ENCODE2012;DNase;1;CellLine;HepG2 Hepatocellular Carcinoma Cell Line.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E120-DNase.macs2.narrowPeak;#000000;HSMM Skeletal Muscle Myoblasts Cells.;E120-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCulture;HSMM Skeletal Muscle Myoblasts Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E121-DNase.macs2.narrowPeak;#000000;HSMM cell derived Skeletal Muscle Myotubes Cells.;E121-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCulture;HSMM cell derived Skeletal Muscle Myotubes Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E123-DNase.macs2.narrowPeak;#000000;K562 Leukemia Cells.;E123-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCulture;K562 Leukemia Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
E124-DNase.macs2.narrowPeak;#000000;Monocytes-CD14+ RO01746 Primary Cells.;E124-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCell;Monocytes-CD14+ RO01746 Primary Cells.;x;.;.;.;.;x;.;.;.;.;.;.;.;.;x;x
E125-DNase.macs2.narrowPeak;#000000;NH-A Astrocytes Primary Cells.;E125-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCulture;NH-A Astrocytes Primary Cells.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E126-DNase.macs2.narrowPeak;#000000;NHDF-Ad Adult Dermal Fibroblast Primary Cells.;E126-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCulture;NHDF-Ad Adult Dermal Fibroblast Primary Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E127-DNase.macs2.narrowPeak;#000000;NHEK-Epidermal Keratinocyte Primary Cells.;E127-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCulture;NHEK-Epidermal Keratinocyte Primary Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
E128-DNase.macs2.narrowPeak;#000000;NHLF Lung Fibroblast Primary Cells.;E128-DNase.tagAlign.gz;ENCODE2012;DNase;1;PrimaryCulture;NHLF Lung Fibroblast Primary Cells.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.
wgEncodeAwgDnaseDuke8988tUniPk.narrowPeak;.;.;.;.;.;.;.;8988T.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeAosmcUniPk.narrowPeak;.;.;.;.;.;.;.;AoSMC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeChorionUniPk.narrowPeak;.;.;.;.;.;.;.;Chorion.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeCllUniPk.narrowPeak;.;.;.;.;.;.;.;CLL.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeFibroblUniPk.narrowPeak;.;.;.;.;.;.;.;Fibrobl.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeFibropUniPk.narrowPeak;.;.;.;.;.;.;.;FibroP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeGlioblaUniPk.narrowPeak;.;.;.;.;.;.;.;Gliobla.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeGm12891UniPk.narrowPeak;.;.;.;.;.;.;.;GM12891.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeGm12892UniPk.narrowPeak;.;.;.;.;.;.;.;GM12892.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeGm18507UniPk.narrowPeak;.;.;.;.;.;.;.;GM18507.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeGm19238UniPk.narrowPeak;.;.;.;.;.;.;.;GM19238.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeGm19239UniPk.narrowPeak;.;.;.;.;.;.;.;GM19239.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeGm19240UniPk.narrowPeak;.;.;.;.;.;.;.;GM19240.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeH9esUniPk.narrowPeak;.;.;.;.;.;.;.;H9ES.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeHelas3ifna4hUniPk.narrowPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeHepatocytesUniPk.narrowPeak;.;.;.;.;.;.;.;Hepatocytes.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeHpde6e6e7UniPk.narrowPeak;.;.;.;.;.;.;.;HPDE6-E6E7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeHsmmembUniPk.narrowPeak;.;.;.;.;.;.;.;HSMM_emb.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeHtr8svnUniPk.narrowPeak;.;.;.;.;.;.;.;HTR8svn.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeHuh7UniPk.narrowPeak;.;.;.;.;.;.;.;Huh-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeIpsUniPk.narrowPeak;.;.;.;.;.;.;.;iPS.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeIshikawaestradiolUniPk.narrowPeak;.;.;.;.;.;.;.;Ishikawa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeIshikawatamoxifenUniPk.narrowPeak;.;.;.;.;.;.;.;Ishikawa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeLncapandrogenUniPk.narrowPeak;.;.;.;.;.;.;.;LNCaP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeMcf7hypoxiaUniPk.narrowPeak;.;.;.;.;.;.;.;MCF-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeMedulloUniPk.narrowPeak;.;.;.;.;.;.;.;Medullo.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeMelanoUniPk.narrowPeak;.;.;.;.;.;.;.;Melano.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeMyometrUniPk.narrowPeak;.;.;.;.;.;.;.;Myometr.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseDukeOsteoblUniPk.narrowPeak;.;.;.;.;.;.;.;Osteobl.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
